record_id,q_idx,n_premises_nl,n_premises_used,premise_use_ratio,question,answer,answer_norm,is_mcq,is_yn,is_open,exp_words,n_cited_in_exp,cite_subset,has_numeric
156,1,18,2,0.1111111111111111,Do all library users have valid reservations?,No,No,False,False,True,32,2,True,False
157,0,21,2,0.09523809523809523,Do all students understand the reading material?,No,No,False,False,True,31,2,True,False
157,1,21,3,0.14285714285714285,Do all students study using the official guide?,No,No,False,False,True,48,3,True,False
158,0,21,2,0.09523809523809523,Are all students eligible for a scholarship?,No,No,False,False,True,31,2,True,False
158,1,21,2,0.09523809523809523,Have all students received a university offer?,No,No,False,False,True,40,2,True,False
159,0,20,2,0.1,Do all people study?,Yes,Yes,False,False,True,20,2,True,False
159,1,20,2,0.1,Are all people motivated?,Yes,Yes,False,False,True,30,2,True,False
160,0,20,2,0.1,Do all students understand the material?,No,No,False,False,True,29,2,True,False
160,1,20,2,0.1,Do all students review regularly?,No,No,False,False,True,27,2,True,False
161,0,20,2,0.1,Do all students understand the material?,No,No,False,False,True,29,2,True,False
161,1,20,2,0.1,Do all students review regularly?,No,No,False,False,True,27,2,True,False
162,0,22,2,0.09090909090909091,Do all people take the training?,Yes,Yes,False,False,True,26,2,True,False
162,1,22,3,0.13636363636363635,Are all people recommended?,No,No,False,False,True,30,3,True,False
163,0,22,2,0.09090909090909091,Are all employees certified to operate machinery?,Yes,Yes,False,False,True,34,2,True,False
163,1,22,2,0.09090909090909091,Are all employees eligible for a leadership role?,No,No,False,False,True,38,2,True,False
164,0,21,2,0.09523809523809523,Do all people understand technology?,No,No,False,False,True,26,2,True,False
164,1,21,2,0.09523809523809523,Do all people solve real-world problems?,No,No,False,False,True,28,2,True,False
165,0,20,2,0.1,Are all employees certified?,Yes,Yes,False,False,True,30,2,True,False
165,1,20,2,0.1,Are all employees assigned to a department?,No,No,False,False,True,33,2,True,False
166,0,20,2,0.1,Can all employees operate machinery?,No,No,False,False,True,31,2,True,False
166,1,20,2,0.1,Do all employees have safety certification?,Yes,Yes,False,False,True,28,2,True,False
167,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If there exists a student, then someone has submitted a scholarship application, but not everyone who submitted a scholarship application meets the scholarship eligibility criteria.
B. If there exists a student, then someone has submitted a scholarship application, and every person who submitted a scholarship application meets the scholarship eligibility criteria.
C. If there exists a student, then someone has submitted a scholarship application, and every person is a student.
D. If there exists a student, then someone has submitted a scholarship application, but not every person is a student.",B,MCQ_B,True,False,False,80,3,True,False
167,1,7,2,0.2857142857142857,"Based on the above premises, is the statement true?
Statement: There exists at least one person who has submitted a scholarship application and meets the scholarship eligibility criteria.",No,No,False,False,True,63,2,True,True
168,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. If everyone is allowed to attend class, then if a person has not complied with the new attendance rule, they are not allowed to attend class, and there exists someone who has not complied with the new attendance rule.
B. If a person received a warning for previous absences, then they acknowledged the new attendance policy, and if they acknowledged the new attendance policy, then not complying with the new rule implies they are not allowed to attend class.
C. If everyone is allowed to attend class, then if a person has not complied with the new attendance rule, they are allowed to attend class.
D. If a person received a warning for previous absences, then they acknowledged the new attendance policy, and if they acknowledged the new attendance policy, then they are allowed to attend class even if they have not complied with the new rule.",B,MCQ_B,True,False,False,107,2,True,False
168,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: If a person received a warning for previous absences, then they acknowledged the new attendance policy, and if they acknowledged the new attendance policy, then not complying with the new rule implies they are not allowed to attend class.",No,No,False,True,False,107,2,True,False
169,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. If a person did not submit the seminar participation form, then they did not register to attend the seminar, and there exists someone who did not submit the form.
B. If a person did not submit the seminar participation form, then they did not register to attend the seminar, and if they registered, they are allowed to attend the seminar.
C. If a person did not submit the seminar participation form, then they are allowed to attend the seminar even if they did not register.
D. If a person did not submit the seminar participation form, then they did not register to attend the seminar, and if they did not register, they are still allowed to attend the seminar.",B,MCQ_B,True,False,False,91,2,True,False
169,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: If a person did not submit the seminar participation form, then they did not register to attend the seminar, and if they registered, they are allowed to attend the seminar.",No,No,False,True,False,91,2,True,False
